"id_audit";"customer";"serial"
560257;"2";"15308"
560258;"2";"15116"
562122;"2";"15590"
562404;"2";"15757"
562405;"2";"15757"
562566;"2";"15280"
562588;"2";"15786"
567852;"2";"15841"
568359;"2";"15109"
569854;"2";"15095"
570984;"2";"15367"
570987;"2";"15253"
571032;"2";"17750"
572859;"2";"15426"
574543;"2";"15382"
574548;"2";"16511"
574550;"2";"16460"
574551;"2";"16427"
575387;"2";"15096"
575388;"2";"15081"
575444;"2";"15096"
575445;"2";"15081"
584804;"2";"19221"
585335;"2";"17763"
586024;"2";"20753"
586025;"2";"16440"
586632;"2";"17202"
586656;"2";"15686"
586758;"2";"16984"
587150;"2";"15216"
587153;"2";"16778"
587173;"2";"15974"
587202;"2";"18239"
587242;"2";"15353"
587246;"2";"18488"
587247;"2";"15102"
587248;"2";"17097"
587249;"2";"16433"
587250;"2";"16350"
587253;"2";"15875"
587818;"2";"17215"
587819;"2";"15540"
587911;"2";"16984"
587939;"2";"20047"
587947;"2";"16415"
588056;"2";"16966"
588432;"2";"15599"
588531;"2";"16338"
588569;"2";"16110"
588622;"2";"18446"
588716;"2";"16623"
588718;"2";"16712"
588950;"2";"16984"
589016;"2";"18316"
589018;"2";"18180"
589050;"2";"17704"
589172;"2";"15553"
589201;"2";"16338"
589230;"2";"18316"
589262;"2";"17469"
589319;"2";"15818"
589325;"2";"20899"
589326;"2";"20567"
589331;"2";"15181"
589341;"2";"16073"
589356;"2";"15281"
589469;"2";"15275"
589862;"2";"15768"
589863;"2";"15595"
589864;"2";"15597"
589929;"2";"16486"
589961;"2";"15737"
589967;"2";"16527"
589979;"2";"16615"
590075;"2";"17046"
590077;"2";"15765"
590778;"2";"15099"
590804;"2";"16073"
590931;"2";"16130"
590932;"2";"15943"
590933;"2";"16759"
590934;"2";"15674"
591011;"2";"16692"
591140;"2";"16249"
591489;"2";"17041"
591686;"2";"15609"
591786;"2";"16975"
591797;"2";"16846"
591807;"2";"16984"
591955;"2";"16459"
591965;"2";"15254"
591966;"2";"16656"
591982;"2";"16129"
591986;"2";"15939"
592027;"2";"15950"
592147;"2";"16764"
592186;"2";"17704"
592214;"2";"16257"
592248;"2";"16984"
592262;"2";"16354"
592279;"2";"17687"
592303;"2";"16830"
592305;"2";"17084"
592306;"2";"16882"
592464;"2";"18480"
593689;"2";"16314"
593690;"2";"15591"
593786;"2";"15741"
593851;"2";"18260"
593917;"2";"15829"
593919;"2";"15765"
594457;"2";"16757"
594467;"2";"17215"
594756;"2";"16407"
594757;"2";"16597"
594758;"2";"16408"
594810;"2";"20480"
594916;"2";"16335"
594917;"2";"16486"
594982;"2";"16486"
595099;"2";"16994"
595102;"2";"15710"
595172;"2";"17103"
595182;"2";"16739"
595415;"2";"16778"
595427;"2";"15830"
595440;"2";"17151"
595864;"2";"15382"
596434;"2";"15543"
596596;"2";"20512"
596725;"2";"15841"
596726;"2";"15834"
596746;"2";"15736"
596887;"1";"18608"
596947;"2";"17927"
596976;"2";"15265"
597127;"2";"15542"
597332;"2";"16734"
597429;"2";"17363"
597500;"2";"20480"
597501;"2";"20647"
597504;"2";"18690"
597573;"2";"16415"
597602;"2";"18239"
597660;"2";"20049"
597668;"2";"16984"
597790;"2";"17494"
597810;"2";"15214"
597888;"2";"15353"
597896;"2";"20512"
597897;"2";"20331"
597905;"2";"16099"
597988;"2";"17148"
598033;"2";"20643"
598079;"2";"16073"
598097;"2";"18837"
598201;"2";"16327"
598337;"2";"20480"
598338;"2";"20615"
598370;"2";"15507"
598390;"2";"17704"
598925;"2";"15543"
599071;"2";"16340"
599167;"2";"15181"
599378;"2";"16335"
599453;"2";"20049"
599454;"2";"16895"
599455;"2";"16887"
599590;"2";"16436"
599624;"2";"20514"
599710;"2";"20647"
599764;"2";"15599"
599795;"2";"17628"
599873;"2";"20583"
599874;"2";"20514"
599875;"2";"20046"
599925;"2";"18264"
600042;"2";"16335"
600102;"2";"17860"
600118;"2";"15679"
600171;"2";"18224"
600175;"2";"15214"
600329;"2";"16846"
600643;"2";"16335"
600644;"2";"16486"
600652;"2";"16975"
600654;"2";"21800"
600659;"2";"16344"
600708;"2";"16468"
600709;"2";"17059"
600710;"2";"17070"
600725;"2";"17046"
600726;"2";"15829"
601040;"2";"16830"
601119;"2";"20781"
601120;"2";"20811"
601183;"2";"15744"
601310;"2";"16436"
601325;"2";"20530"
601385;"2";"16675"
601391;"2";"20836"
601400;"2";"15896"
601410;"2";"16488"
601432;"2";"15674"
601448;"2";"16248"
601449;"2";"16240"
601450;"2";"16255"
601538;"2";"15794"
601540;"2";"17103"
601541;"2";"16088"
601542;"2";"15765"
601543;"2";"15757"
601554;"2";"17422"
601577;"2";"16335"
601578;"2";"16486"
602026;"2";"17679"
602126;"2";"16335"
602127;"2";"16486"
602150;"2";"20836"
602162;"2";"19940"
602389;"2";"20405"
602390;"2";"20586"
602584;"2";"16388"
602643;"2";"20655"
602710;"2";"15765"
602711;"2";"15757"
602837;"2";"15710"
602838;"2";"17704"
602840;"2";"16088"
602844;"2";"15829"
602847;"2";"15765"
602848;"2";"15757"
602977;"2";"20127"
602982;"2";"20586"
602986;"2";"20647"
602996;"2";"20583"
602997;"2";"20514"
602998;"2";"20046"
603185;"2";"15675"
603196;"2";"17675"
603236;"2";"17628"
603280;"2";"15939"
603282;"2";"16436"
603283;"2";"16249"
603310;"2";"17251"
603312;"2";"16404"
603342;"2";"20049"
603356;"2";"15874"
603508;"2";"16335"
603509;"2";"16486"
603540;"2";"16118"
603564;"2";"17687"
603649;"2";"15543"
603925;"2";"15214"
603927;"2";"17076"
603935;"2";"15841"
603936;"2";"15834"
604117;"2";"16846"
604168;"2";"16335"
604169;"2";"16486"
604175;"2";"15838"
604184;"2";"17422"
604185;"2";"15741"
604190;"2";"17860"
604294;"2";"16110"
604298;"2";"18676"
604452;"2";"17628"
604649;"2";"20834"
604740;"2";"15765"
604741;"2";"15757"
604850;"2";"20405"
604881;"2";"17628"
604936;"2";"15506"
604947;"2";"20289"
604948;"2";"20658"
605041;"2";"16314"
605043;"2";"16666"
605118;"2";"16112"
605135;"2";"22752"
605196;"2";"16388"
605198;"2";"15540"
605235;"2";"15818"
605355;"2";"15506"
605440;"2";"16683"
605555;"2";"19279"
605909;"2";"17494"
605939;"2";"16589"
605956;"2";"15314"
605957;"2";"15998"
605964;"2";"16217"
606052;"2";"16628"
606135;"2";"17590"
606585;"2";"15506"
606994;"2";"17778"
606996;"2";"20232"
607028;"2";"15518"
607079;"2";"18302"
607278;"2";"15765"
607279;"2";"15757"
607286;"2";"17363"
607288;"2";"15408"
607290;"2";"17041"
607362;"2";"19973"
607497;"2";"16757"
607778;"2";"17194"
607786;"2";"18366"
607793;"2";"18374"
607850;"2";"17422"
607872;"2";"17778"
607873;"2";"17778"
607891;"2";"17275"
608008;"2";"16148"
608028;"2";"15698"
608039;"2";"17441"
608040;"2";"17704"
608067;"2";"16064"
608102;"2";"18168"
608260;"2";"17628"
608287;"2";"15599"
608307;"2";"15216"
608308;"2";"17566"
608350;"2";"16099"
608358;"2";"15354"
608359;"2";"15354"
608367;"2";"21658"
608369;"2";"16409"
608370;"2";"16593"
608371;"2";"16531"
608428;"2";"16846"
608524;"2";"16589"
608543;"2";"15609"
608549;"2";"15964"
608565;"2";"16357"
608572;"2";"17116"
608632;"2";"17927"
608641;"2";"20836"
608680;"2";"15622"
608681;"2";"16059"
608752;"2";"15690"
609812;"2";"23098"
609859;"2";"16778"
609885;"2";"15841"
609886;"2";"15834"
609916;"2";"17067"
609927;"2";"15353"
609950;"2";"20314"
610081;"2";"16289"
610167;"2";"16764"
610231;"2";"16099"
610246;"2";"18554"
610422;"2";"16327"
610446;"2";"16846"
610501;"2";"23236"
610921;"2";"22807"
610944;"2";"17422"
611305;"2";"23236"
611608;"2";"16099"
611768;"2";"15830"
611770;"2";"15679"
611828;"2";"21498"
611848;"2";"17065"
612274;"2";"17684"
612327;"2";"19025"
612328;"2";"18563"
612341;"2";"17628"
612759;"2";"16067"
612767;"2";"15854"
612869;"2";"15854"
612881;"2";"15970"
612898;"2";"16067"
612901;"2";"16134"
612902;"2";"15854"
612945;"2";"16084"
613022;"2";"15970"
613038;"2";"16067"
613115;"2";"16067"
613142;"2";"15854"
613305;"2";"15970"
613348;"2";"15725"
613612;"2";"17684"
613681;"2";"15854"
613701;"2";"16675"
613721;"2";"15872"
613729;"2";"16099"
614496;"2";"20697"
614517;"2";"17687"
614538;"2";"20477"
614539;"2";"21509"
614556;"2";"20836"
614986;"2";"15620"
614987;"2";"15674"
614993;"2";"15587"
614994;"2";"15610"
615031;"2";"16770"
615041;"2";"15306"
615042;"2";"16099"
615051;"2";"15181"
615450;"1";"18908"
615451;"1";"18824"
615452;"1";"18795"
615588;"2";"17560"
615589;"2";"17534"
615590;"2";"17559"
615667;"2";"16846"
615668;"2";"16295"
615676;"2";"21869"
615677;"2";"20479"
615696;"2";"20836"
615700;"2";"16110"
615715;"2";"15998"
615720;"2";"16099"
615729;"2";"19069"
615905;"2";"16064"
615989;"1";"19247"
616469;"2";"20479"
616576;"2";"22647"
616596;"2";"17148"
616629;"2";"22631"
616729;"2";"20821"
616927;"2";"17103"
616982;"2";"16683"
617142;"2";"16488"
617177;"2";"17251"
617178;"2";"15822"
617179;"2";"17407"
617236;"2";"16099"
617259;"2";"17416"
617337;"2";"19279"
617361;"2";"20571"
617362;"2";"19136"
617457;"2";"15430"
617775;"2";"19975"
617868;"2";"16082"
618199;"2";"16067"
618288;"2";"15325"
618480;"2";"17363"
618643;"1";"17883"
618747;"2";"22631"
619189;"2";"21606"
619192;"2";"15216"
619231;"2";"15325"
619287;"2";"20822"
619291;"2";"20571"
619294;"2";"15964"
619337;"2";"16504"
619338;"2";"16434"
619370;"2";"20331"
619440;"2";"17777"
619466;"2";"16800"
619477;"2";"15382"
619478;"2";"16699"
619507;"2";"16099"
619533;"2";"17684"
619557;"2";"15202"
619582;"2";"22631"
619630;"2";"17615"
619686;"2";"15787"
619825;"2";"18485"
620237;"2";"17186"
620295;"2";"15599"
620309;"2";"15641"
620321;"2";"18690"
620322;"2";"20345"
620356;"2";"15963"
620362;"2";"16314"
621011;"2";"15970"
621014;"2";"15725"
621029;"2";"22285"
621030;"2";"22254"
621057;"2";"18554"
621087;"2";"17592"
621103;"2";"18941"
621118;"2";"16778"
621123;"2";"20626"
621130;"2";"22631"
621157;"2";"20571"
621159;"2";"23812"
621182;"2";"16327"
621187;"2";"16099"
621195;"2";"15990"
621197;"2";"18302"
621243;"2";"17441"
621244;"2";"17704"
621348;"1";"17433"
621739;"2";"19589"
621845;"2";"20455"
621921;"2";"16296"
621945;"2";"15599"
622037;"2";"20571"
622038;"2";"19589"
622086;"2";"16148"
622183;"2";"16974"
622192;"2";"17494"
622206;"2";"21195"
622214;"2";"16335"
622329;"2";"18415"
622456;"2";"15122"
622674;"2";"21195"
622680;"2";"17517"
622687;"2";"18239"
622690;"1";"16587"
622823;"2";"23263"
622844;"2";"15998"
622939;"2";"21195"
623129;"2";"20822"
623237;"2";"15834"
623725;"2";"22674"
623734;"2";"15872"
623738;"2";"16077"
623762;"2";"15599"
623829;"2";"16739"
623853;"2";"21195"
623860;"2";"17687"
623861;"2";"16335"
623862;"2";"16486"
623882;"2";"19603"
623883;"2";"19229"
624128;"2";"22242"
624132;"2";"16549"
624137;"2";"22253"
624138;"2";"22295"
624154;"2";"16904"
624341;"2";"20822"
624459;"2";"17278"
624551;"2";"15740"
624659;"2";"21195"
624796;"2";"18473"
624836;"2";"15325"
624845;"2";"15854"
624847;"2";"16448"
624856;"2";"15939"
624971;"2";"16310"
624972;"2";"16275"
625063;"2";"20571"
625068;"2";"16110"
625101;"2";"16488"
625104;"2";"15122"
625105;"2";"15830"
625174;"2";"17026"
625175;"2";"16352"
625244;"2";"16335"
625245;"2";"16486"
625279;"2";"15740"
625280;"2";"20626"
625350;"2";"17103"
625384;"2";"16996"
625545;"1";"17910"
625546;"1";"17914"
625547;"1";"17904"
625731;"1";"19400"
625777;"2";"16026"
625787;"2";"17719"
625908;"2";"19279"
626085;"1";"18556"
626140;"2";"15728"
626160;"2";"17363"
626335;"2";"16787"
626336;"2";"16301"
626350;"2";"15306"
626353;"2";"16268"
626368;"2";"15518"
626411;"2";"16430"
626412;"2";"16589"
626416;"2";"17636"
626430;"2";"22151"
626542;"2";"17927"
626543;"2";"22863"
626643;"2";"15710"
626651;"2";"15765"
626652;"2";"15757"
627125;"2";"16218"
627568;"2";"15765"
627569;"2";"15757"
636004;"1";"17906"
636005;"1";"17912"
637100;"1";"17883"
641138;"2";"16995"
647187;"2";"20822"
647239;"1";"18950"
649279;"1";"16808"
649734;"1";"19116"
649945;"1";"19119"
650283;"2";"16757"
650285;"2";"16261"
650359;"2";"16099"
650360;"2";"15242"
650406;"2";"15599"
650469;"2";"16589"
650473;"2";"20822"
650489;"2";"20604"
650502;"2";"16504"
650503;"2";"16434"
650563;"2";"15765"
650564;"2";"15757"
653935;"2";"15970"
654024;"2";"20331"
654029;"2";"16099"
654039;"2";"15939"
654119;"2";"16486"
654139;"2";"15740"
654141;"2";"20626"
654142;"2";"20625"
654145;"2";"18690"
654159;"2";"16477"
654247;"2";"18643"
654254;"2";"15765"
654255;"2";"15757"
654735;"2";"16370"
654804;"2";"15430"
654805;"2";"21431"
654806;"2";"22220"
654807;"2";"22167"
654808;"2";"21395"
654846;"2";"16615"
654914;"2";"17499"
654921;"2";"16314"
654934;"2";"21841"
654936;"2";"21751"
654969;"2";"15765"
654970;"2";"15757"
655008;"2";"21195"
655282;"1";"16587"
655577;"1";"18208"
655633;"1";"19319"
655634;"1";"18821"
655986;"2";"21751"
656022;"2";"19027"
656023;"2";"18894"
656057;"2";"17183"
656059;"2";"16335"
656093;"2";"22287"
656095;"2";"22229"
656173;"2";"18643"
656308;"2";"16327"
656426;"2";"17148"
656496;"2";"15202"
656511;"2";"16298"
656523;"2";"15765"
656524;"2";"15757"
656600;"2";"17609"
656650;"2";"15617"
656751;"2";"15765"
656753;"2";"15757"
656801;"2";"20361"
656832;"2";"15245"
656963;"2";"16041"
657119;"2";"22640"
657159;"2";"15115"
657215;"2";"15834"
657372;"2";"17592"
657404;"2";"16975"
657525;"2";"15725"
657582;"1";"18072"
657707;"2";"16336"
657880;"2";"16336"
657888;"2";"17777"
657932;"2";"16562"
659062;"2";"20571"
659072;"2";"15288"
659079;"2";"18302"
659080;"2";"15416"
659516;"2";"18645"
659517;"2";"18473"
659580;"2";"17687"
659632;"2";"20648"
659645;"2";"19686"
659649;"2";"22111"
659654;"2";"16041"
659655;"2";"15115"
659806;"2";"16994"
660069;"1";"18160"
660170;"1";"16587"
660328;"2";"16293"
660335;"2";"16248"
660336;"2";"16240"
660337;"2";"16255"
660384;"2";"16335"
660400;"2";"15740"
660404;"2";"20558"
660419;"2";"20809"
660420;"2";"20836"
660435;"2";"22667"
660444;"2";"15288"
660812;"1";"18511"
660891;"1";"19315"
661015;"1";"20213"
661020;"1";"20217"
661561;"2";"20836"
661568;"2";"20648"
661569;"2";"20644"
661570;"2";"20648"
661571;"2";"20644"
661572;"2";"20390"
661584;"2";"17251"
661586;"2";"16110"
661598;"2";"16459"
661599;"2";"19686"
661601;"2";"23039"
661605;"2";"15288"
661616;"2";"15811"
661621;"2";"15416"
